Indice,nome,ref,design,Data,Quant,Eur,numero_de_cliente
1121,JOÃO RODRIGUES,J.ZA00568,CARIAL FLEX - 60GR,2024,0,0,5630
1122,JOÃO RODRIGUES,J.ZA00572,AMPEXIO - 50GR,2024,40,145.6,5630
1123,JOÃO RODRIGUES,PAL.PQ,PALETE PEQUENA,2024,1,0,5630
1124,JOAQUIM DOMINGOS DUARTE COMBA RIBEIRO,J.BARC001,GLYFOFLASH XL - 1LT,2024,120,478.8,3950
1125,JOAQUIM DOMINGOS DUARTE COMBA RIBEIRO,J.BARC002,GLYFOFLASH XL - 5LT,2024,80,1352,3950
1126,JOAQUIM DOMINGOS DUARTE COMBA RIBEIRO,J.BARC003,GLYFOFLASH XL - 20LT,2024,320,20128,3950
1127,JOAQUIM DOMINGOS DUARTE COMBA RIBEIRO,J.JOV00019,RATRAP KIT,2024,120,120,3950
1128,JOAQUIM DOMINGOS DUARTE COMBA RIBEIRO,J.PEL006,RODEX TRIGO - 150GR,2024,700,357,3950
1129,JOAQUIM DOMINGOS DUARTE COMBA RIBEIRO,J.PEL007,ROBAN PASTA - 150GR,2024,700,455,3950
1130,JOAQUIM DOMINGOS DUARTE COMBA RIBEIRO,J.PEL011,VERTOX PELLET - 150GR (cx90),2024,90,0,3950
1131,JOAQUIM DOMINGOS DUARTE COMBA RIBEIRO,PAL.EUR.,EURO PALETE,2024,1,0,3950
1132,JOSÉ CARLOS CORREIA CARDOSO,J.DAY0007,RETENOL-5LTº.,2024,0,0,2795
1133,JOSÉ CARLOS CORREIA CARDOSO,J.DAY0097,CALCIFRUIT 20 LT,2024,0,0,2795
1134,JOSÉ CARLOS CORREIA CARDOSO,J.DAY0166,EFICAL WSP - 5KG,2024,0,0,2795
1135,JOSÉ CARLOS CORREIA CARDOSO,J.JOV00052,100 MOSCAS - 1LT+SAQUETA,2024,0,0,2795
1136,JOSÉ CARLOS CORREIA CARDOSO,J.JOV00053,100 MOSCAS - 4x20gr,2024,0,0,2795
1137,JOSÉ CARLOS CORREIA CARDOSO,J.JOV00084,KOSMET - 5LT,2024,0,0,2795
1138,"JOSÉ CAVALEIRO SARAIVA E FILHOS, LDA",J.BARC002,GLYFOFLASH XL - 5LT,2024,40,718,2852
1139,"JOSÉ CAVALEIRO SARAIVA E FILHOS, LDA",J.DAY0005,KELPAC -1LTº.,2024,0,0,2852
1140,"JOSÉ CAVALEIRO SARAIVA E FILHOS, LDA",J.DAY0006,RETENOL-1LTº.,2024,0,0,2852
1141,"JOSÉ CAVALEIRO SARAIVA E FILHOS, LDA",J.DAY0059,NATURMIX MG - 20LTº.,2024,0,0,2852
1142,"JOSÉ CAVALEIRO SARAIVA E FILHOS, LDA",J.DAY0060,"NATURAMIN-WSP - 0,5KG",2024,0,0,2852
1143,"JOSÉ CAVALEIRO SARAIVA E FILHOS, LDA",J.DAY0061,NATURVITAL PLUS - 20LTº.,2024,0,0,2852
1144,"JOSÉ CAVALEIRO SARAIVA E FILHOS, LDA",J.JOV00043,SILIS - 5LT,2024,0,0,2852
1145,"JOSÉ CAVALEIRO SARAIVA E FILHOS, LDA",J.JOV00048,ZUM VOADORES - 600ML,2024,60,117,2852
1146,"JOSÉ CAVALEIRO SARAIVA E FILHOS, LDA",J.JOV00083,KOSMET - 1LT,2024,0,0,2852
1147,"JOSÉ CAVALEIRO SARAIVA E FILHOS, LDA",J.JOV00084,KOSMET - 5LT,2024,0,0,2852
1148,"JOSÉ CAVALEIRO SARAIVA E FILHOS, LDA",J.PEL006,RODEX TRIGO - 150GR,2024,700,370.44,2852
1149,"JOSÉ CAVALEIRO SARAIVA E FILHOS, LDA",J.QM0010,DIPTRON - 100ML,2024,72,573.6,2852
1150,"JOSÉ CAVALEIRO SARAIVA E FILHOS, LDA",J.QM0013,MASTERFLY - 1LT,2024,0,0,2852
1151,"JOSÉ CAVALEIRO SARAIVA E FILHOS, LDA",J.QM0025,MURIBROM PASTA BRODIF. - 150 GR,2024,500,360,2852
1152,"JOSÉ CAVALEIRO SARAIVA E FILHOS, LDA",J.QM0036,MASTERFLY - 520ML,2024,0,0,2852
1153,"JOSÉ CAVALEIRO SARAIVA E FILHOS, LDA",J.SEIP019,LECISEI - 1LT,2024,0,0,2852
1154,"JOSÉ CAVALEIRO SARAIVA E FILHOS, LDA",J.SEIP020,LECISEI - 5LT,2024,0,0,2852
1155,"JOSÉ CAVALEIRO SARAIVA E FILHOS, LDA",J.SEIP025,BRYOSEI - 1LT,2024,0,0,2852
1156,"JOSÉ CAVALEIRO SARAIVA E FILHOS, LDA",J.UNIV0015,"ARPON ""G"" - 100ML",2024,96,574.56,2852
1157,"JOSÉ CAVALEIRO SARAIVA E FILHOS, LDA",PAL.EUR.,EURO PALETE,2024,1,0,2852
1158,"JOSÉ CAVALEIRO SARAIVA E FILHOS, LDA",PAL.PQ,PALETE PEQUENA,2024,1,0,2852
1159,"JOSÉ LUIS COUTINHO DE SOUSA, UNIPESSOAL",J.JOV00020,FORMIGEL - 3UN,2024,0,0,23A
1160,"JOSÉ LUIS COUTINHO DE SOUSA, UNIPESSOAL",J.JOV00047,ZUM LACA - 300ML,2024,0,0,23A
1161,"JOSÉ LUIS COUTINHO DE SOUSA, UNIPESSOAL",J.JOV00052,100 MOSCAS - 1LT+SAQUETA,2024,0,0,23A
1162,"JOSÉ LUIS COUTINHO DE SOUSA, UNIPESSOAL",J.JOV00053,100 MOSCAS - 4x20gr,2024,0,0,23A
1163,"JOSÉ LUIS COUTINHO DE SOUSA, UNIPESSOAL",J.JOV00054,100 MOSCAS - 240gr,2024,0,0,23A
1164,"JOSÉ LUIS COUTINHO DE SOUSA, UNIPESSOAL",J.JOV00055,100 MOSCAS - ARM 10lt,2024,0,0,23A
1165,"JOSÉ LUIS COUTINHO DE SOUSA, UNIPESSOAL",J.KEY012,FLUROKEY - 100ML,2024,0,0,23A
1166,"JOSÉ LUIS COUTINHO DE SOUSA, UNIPESSOAL",J.PEL004,VERTOX PELLET - 150GR,2024,0,0,23A
1167,"JOSÉ LUIS COUTINHO DE SOUSA, UNIPESSOAL",J.PEL007,ROBAN PASTA - 150GR,2024,0,0,23A
1168,"JOSÉ LUIS COUTINHO DE SOUSA, UNIPESSOAL",J.QM0010,DIPTRON - 100ML,2024,0,0,23A
1169,"JOSÉ LUIS COUTINHO DE SOUSA, UNIPESSOAL",J.QM0013,MASTERFLY - 1LT,2024,0,0,23A
1170,"JOSÉ LUIS COUTINHO DE SOUSA, UNIPESSOAL",J.QM0014,MASTERFLY  VESPAS- 1LT,2024,0,0,23A
1171,"JOSÉ LUIS COUTINHO DE SOUSA, UNIPESSOAL",J.QM0035,DIPTRON RTU - 500ML,2024,0,0,23A
1172,"LOKIMAT, IMPORTAÇÃO E COMERCIO, LDA",J.QM0010,DIPTRON - 100ML,2024,0,0,4035
1173,"LOKIMAT, IMPORTAÇÃO E COMERCIO, LDA",J.QM0013,MASTERFLY - 1LT,2024,900,4212,4035
1174,"LOKIMAT, IMPORTAÇÃO E COMERCIO, LDA",J.QM0014,MASTERFLY  VESPAS- 1LT,2024,300,1933.2,4035
1175,"LOKIMAT, IMPORTAÇÃO E COMERCIO, LDA",J.UNIV0015,"ARPON ""G"" - 100ML",2024,384,2129.28,4035
1176,"LOKIMAT, IMPORTAÇÃO E COMERCIO, LDA",J.UNIV0018,"ARPON ""G"" - 1LTº.",2024,0,0,4035
1177,"LOKIMAT, IMPORTAÇÃO E COMERCIO, LDA",PAL.EUR.,EURO PALETE,2024,1,0,4035
1178,"LUÍS FERNANDES & FERNANDES, LDA.",J.JOV00037,HARPUN - 100ML,2024,30,65.61,12A
1179,"LUÍS FERNANDES & FERNANDES, LDA.",J.JOV00129,COMPLESAL 5-8-10 1LT,2024,12,65.76,12A
1180,"LUÍS FERNANDES & FERNANDES, LDA.",J.JOV00131,COMPLESAL CALCIO - 1LT,2024,12,828,12A
1181,"LUÍS FERNANDES & FERNANDES, LDA.",J.PEL010,VERTOX FORTE PASTA - 1KG,2024,300,1166.4,12A
1182,"LUÍS FERNANDES & FERNANDES, LDA.",J.PEL011,VERTOX PELLET - 150GR (cx90),2024,900,550.8,12A
1183,"LUÍS FERNANDES & FERNANDES, LDA.",J.QM0010,DIPTRON - 100ML,2024,24,176.4,12A
1184,"LUÍS FERNANDES & FERNANDES, LDA.",J.QM0013,MASTERFLY - 1LT,2024,12,70.2,12A
1185,"LUÍS FERNANDES & FERNANDES, LDA.",J.QM0035,DIPTRON RTU - 500ML,2024,16,79.8,12A
1186,"LUÍS FERNANDES & FERNANDES, LDA.",J.UNIV0015,"ARPON ""G"" - 100ML",2024,24,132,12A
1187,"LUÍS FERNANDES & FERNANDES, LDA.",J.ZA00055,RIDOMIL GOLD COMBI PEP-200GR,2024,50,200,12A
1188,"LUÍS FERNANDES & FERNANDES, LDA.",J.ZA00077,TOPAZE - 70 ML,2024,40,145.6,12A
1189,"LUÍS FERNANDES & FERNANDES, LDA.",PAL.EUR.,EURO PALETE,2024,1,0,12A
1190,"MACMEL, LDA",J.QM0013,MASTERFLY - 1LT,2024,0,0,11A
1191,"MACMEL, LDA",J.QM0014,MASTERFLY  VESPAS- 1LT,2024,0,0,11A
1192,"MANUEL GOMES LOURENÇO, LDA",J.DAY0006,RETENOL-1LTº.,2024,0,0,5390
1193,"MANUEL GOMES LOURENÇO, LDA",J.DAY0007,RETENOL-5LTº.,2024,4,291.31,5390
1194,"MANUEL GOMES LOURENÇO, LDA",J.DAY0008,NATURAMIN WSP-1KG,2024,20,391.68,5390
1195,"MANUEL GOMES LOURENÇO, LDA",J.DAY0013,NATURCOMPLET-G-25KG,2024,80,1804,5390
1196,"MANUEL GOMES LOURENÇO, LDA",J.DAY0023,RETENOL - 20LTº.,2024,2,569.8,5390
1197,"MANUEL GOMES LOURENÇO, LDA",J.JOV00043,SILIS - 5LT,2024,0,0,5390
1198,"MANUEL GOMES LOURENÇO, LDA",J.JOV00047,ZUM LACA - 300ML,2024,12,33.6,5390
1199,"MANUEL GOMES LOURENÇO, LDA",J.QM0013,MASTERFLY - 1LT,2024,72,374.4,5390
1200,"MANUEL GOMES LOURENÇO, LDA",J.QM0035,DIPTRON RTU - 500ML,2024,8,43.2,5390
1201,"MANUEL GOMES LOURENÇO, LDA",J.QM0036,MASTERFLY - 520ML,2024,0,0,5390
1202,MANUEL JOSE DE SEABRA ESTRELA ESTEVES,J.DAY0007,RETENOL-5LTº.,2024,0,0,25A
1203,MANUEL JOSE DE SEABRA ESTRELA ESTEVES,J.DAY0009,NATURAMIN WSP-5KG,2024,0,0,25A
1204,MANUEL JOSE DE SEABRA ESTRELA ESTEVES,J.DAY0059,NATURMIX MG - 20LTº.,2024,0,0,25A
1205,MANUEL JOSE DE SEABRA ESTRELA ESTEVES,J.DAY0061,NATURVITAL PLUS - 20LTº.,2024,0,0,25A
1206,MANUEL JOSE DE SEABRA ESTRELA ESTEVES,J.QM0010,DIPTRON - 100ML,2024,0,0,25A
1207,MANUEL JOSE DE SEABRA ESTRELA ESTEVES,J.SEIP006,ABENTA - 5LT,2024,0,0,25A
1208,MANUEL JOSE DE SEABRA ESTRELA ESTEVES,J.SEIP030,AMICOS-SYSTEM - 1LT,2024,0,0,25A
1209,MANUEL JOSE DE SEABRA ESTRELA ESTEVES,J.SEIP031,AMICOS-SYSTEM - 5LT,2024,0,0,25A
1210,MARLENE AURORA GONÇALVES DOS SANTOS,J.JOV00030,FERREX JARDIM - 300GR,2024,20,81.23,10A
1211,MARLENE AURORA GONÇALVES DOS SANTOS,J.JOV00052,100 MOSCAS - 1LT+SAQUETA,2024,12,107.46,10A
1212,MARLENE AURORA GONÇALVES DOS SANTOS,J.JOV00053,100 MOSCAS - 4x20gr,2024,6,41.31,10A
1213,MARLENE AURORA GONÇALVES DOS SANTOS,J.PEL006,RODEX TRIGO - 150GR,2024,70,44.89,10A
1214,MARLENE AURORA GONÇALVES DOS SANTOS,J.PEL007,ROBAN PASTA - 150GR,2024,70,59.85,10A
1215,MARLENE AURORA GONÇALVES DOS SANTOS,J.QM0013,MASTERFLY - 1LT,2024,12,70.2,10A
1216,MARLENE AURORA GONÇALVES DOS SANTOS,J.QM0025,MURIBROM PASTA BRODIF. - 150 GR,2024,50,42.75,10A
1217,MARLENE AURORA GONÇALVES DOS SANTOS,J.QM0035,DIPTRON RTU - 500ML,2024,24,145.8,10A
1218,MARLENE AURORA GONÇALVES DOS SANTOS,J.SP0009,BORDOGREEN CONCENTRADO-100ML,2024,48,166.21,10A
1219,MARLENE AURORA GONÇALVES DOS SANTOS,TRANSP.MERC.,Transporte de Mercadorias,2024,2,21,10A
1220,"MCGAD, LDA",J.BIAG006,FOLI-STOP 1KG,2024,12,438.48,4696
1221,"MCGAD, LDA",J.DAY00130,NATURQUEL ZN-20 LTº.,2024,0,0,4696
1222,"MCGAD, LDA",J.DAY0061,NATURVITAL PLUS - 20LTº.,2024,0,0,4696
1223,"MCGAD, LDA",J.DAY0071,NATURQUEL BORO-1LTº.,2024,0,0,4696
1224,"MCGAD, LDA",J.DAY0072,NATURQUEL BORO-5 LTº.,2024,0,0,4696
1225,"MCGAD, LDA",J.DAY0162,PROMOSTAR-5LTº.,2024,0,0,4696
1226,"MCGAD, LDA",J.JOV00028,CUC 75 FLOW - 1 LT,2024,0,0,4696
1227,"MCGAD, LDA",J.QM0013,MASTERFLY - 1LT,2024,120,624,4696
1228,"MCGAD, LDA",J.QM0014,MASTERFLY  VESPAS- 1LT,2024,120,816.24,4696
1229,"MCGAD, LDA",J.SEIP008,ASTRAL - 5LT,2024,0,0,4696
1230,"MCGAD, LDA",PAL.PQ,PALETE PEQUENA,2024,1,0,4696
1231,"MOGAVET, LDA",J.PEL006,RODEX TRIGO - 150GR,2024,70,35.7,9A
1232,"MOGAVET, LDA",J.PEL007,ROBAN PASTA - 150GR,2024,1400,959,9A
1233,"MOGAVET, LDA",J.PEL011,VERTOX PELLET - 150GR (cx90),2024,180,106.2,9A
1234,"MONCORVAGRI-COM.  PROD.AGRICOLAS,LDA",J.BARC001,GLYFOFLASH XL - 1LT,2024,120,510,2732
1235,"MONCORVAGRI-COM.  PROD.AGRICOLAS,LDA",J.BARC002,GLYFOFLASH XL - 5LT,2024,320,5488,2732
1236,"MONCORVAGRI-COM.  PROD.AGRICOLAS,LDA",J.BARC003,GLYFOFLASH XL - 20LT,2024,120,7756.4,2732
1237,"MONCORVAGRI-COM.  PROD.AGRICOLAS,LDA",J.JOV00046,BOTREFIN - 1KG,2024,20,2372.72,2732
1238,"MONCORVAGRI-COM.  PROD.AGRICOLAS,LDA",J.JOV00057,ZUPRA CZ-5LT,2024,1,0,2732
1239,"MONCORVAGRI-COM.  PROD.AGRICOLAS,LDA",J.PEL006,RODEX TRIGO - 150GR,2024,840,428.4,2732
1240,"NADINE FERNANDES, UNIPESSOAL, LDA",J.BARC001,GLYFOFLASH XL - 1LT,2024,120,540,8A
1241,"NADINE FERNANDES, UNIPESSOAL, LDA",J.BARC002,GLYFOFLASH XL - 5LT,2024,40,756,8A
1242,"NADINE FERNANDES, UNIPESSOAL, LDA",J.JOV00047,ZUM LACA - 300ML,2024,36,100.8,8A
1243,"NADINE FERNANDES, UNIPESSOAL, LDA",J.JOV00048,ZUM VOADORES - 600ML,2024,36,70.2,8A
1244,"NADINE FERNANDES, UNIPESSOAL, LDA",J.JOV00052,100 MOSCAS - 1LT+SAQUETA,2024,12,107.46,8A
1245,"NADINE FERNANDES, UNIPESSOAL, LDA",J.PEL007,ROBAN PASTA - 150GR,2024,140,119.7,8A
1246,"NADINE FERNANDES, UNIPESSOAL, LDA",J.PEL011,VERTOX PELLET - 150GR (cx90),2024,180,138.51,8A
1247,"NADINE FERNANDES, UNIPESSOAL, LDA",J.QM0013,MASTERFLY - 1LT,2024,24,140.4,8A
1248,"NADINE FERNANDES, UNIPESSOAL, LDA",J.QM0034,MURIBROM PASTA BRODIF. - 1.5 KG 50PPM,2024,1,0,8A
1249,"NADINE FERNANDES, UNIPESSOAL, LDA",J.QM0035,DIPTRON RTU - 500ML,2024,24,145.8,8A
1250,"NADINE FERNANDES, UNIPESSOAL, LDA",PAL.PQ,PALETE PEQUENA,2024,1,0,8A
1251,"NITRILON - AGRÍCOLA, UNIPESSOAL,LDA.",J.BARC002,GLYFOFLASH XL - 5LT,2024,160,2704,7A
1252,"NITRILON - AGRÍCOLA, UNIPESSOAL,LDA.",J.BARC003,GLYFOFLASH XL - 20LT,2024,40,2476,7A
1253,"NITRILON - AGRÍCOLA, UNIPESSOAL,LDA.",J.BIAG006,FOLI-STOP 1KG,2024,12,438.48,7A
1254,"NITRILON - AGRÍCOLA, UNIPESSOAL,LDA.",J.DAY0009,NATURAMIN WSP-5KG,2024,4,353.38,7A
1255,"NITRILON - AGRÍCOLA, UNIPESSOAL,LDA.",J.DAY0041,NATURFRUIT - 20LTº.,2024,0,0,7A
1256,"NITRILON - AGRÍCOLA, UNIPESSOAL,LDA.",J.DAY0059,NATURMIX MG - 20LTº.,2024,2,229.52,7A
1257,"NITRILON - AGRÍCOLA, UNIPESSOAL,LDA.",J.DAY0145,NATURAL WSP - 5KG,2024,5,753.12,7A
1258,"NITRILON - AGRÍCOLA, UNIPESSOAL,LDA.",J.JOV00142,KENPYR - 5LT,2024,8,1389.6,7A
1259,"NITRILON - AGRÍCOLA, UNIPESSOAL,LDA.",J.SEIP027,BRYOSEI - 20LT,2024,0,0,7A
1260,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.BIAG001,NETAPSILA - 5LT,2024,4,138.8,4233
1261,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.BIAG006,FOLI-STOP 1KG,2024,838,21154.56,4233
1262,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.BIAG012,HYDRACUP - 5LT,2024,0,0,4233
1263,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.DAY0001,SYNCRON-5LTº.,2024,4,296.93,4233
1264,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.DAY0002,NITROACTIVE - 20LTº.,2024,6,351.65,4233
1265,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.DAY0003,KELPAK- 5 LTº.,2024,0,0,4233
1266,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.DAY0004,KELPAK - 20LTº.,2024,57,13845.25,4233
1267,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.DAY0006,RETENOL-1LTº.,2024,0,0,4233
1268,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.DAY0009,NATURAMIN WSP-5KG,2024,62,5195.28,4233
1269,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.DAY0010,MADUREL-5LTº.,2024,44,2108.16,4233
1270,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.DAY0013,NATURCOMPLET-G-25KG,2024,33,799.2,4233
1271,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.DAY00131,NATURQUEL CA/B-20LTº.,2024,2,206.5,4233
1272,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.DAY0023,RETENOL - 20LTº.,2024,18,4809.93,4233
1273,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.DAY0038,NATURCOMPLET-G-500KG,2024,0,0,4233
1274,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.DAY0060,"NATURAMIN-WSP - 0,5KG",2024,0,0,4233
1275,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.DAY0061,NATURVITAL PLUS - 20LTº.,2024,22,1014.48,4233
1276,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.DAY0062,NATURVITAL PLUS - 1000LTº.,2024,3,4962,4233
1277,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.DAY0072,NATURQUEL BORO-5 LTº.,2024,0,0,4233
1278,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.DAY0097,CALCIFRUIT 20 LT,2024,2,99.79,4233
1279,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.DAY0098,PROMOSTAR - 20LTº.,2024,0,0,4233
1280,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.DAY0107,MADUREL - 20LT,2024,11,2047.32,4233
1281,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.DAY0116,VALTAR-5LTº.,2024,0,0,4233
1282,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.DAY0121,NATURAMIN WSP 40x5 KG,2024,0,0,4233
1283,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.DAY0128,CYTOPLAN 400 - 20 LTº.,2024,18,9040.95,4233
1284,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.DAY0143,KELPAK - 1000LT,2024,1,10260,4233
1285,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.DAY0144,CYTOPLANT - 5LT,2024,9,1177.92,4233
1286,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.DAY0162,PROMOSTAR-5LTº.,2024,0,0,4233
1287,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.DAY0163,ENERPLUS-1KG,2024,0,0,4233
1288,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.DAY0166,EFICAL WSP - 5KG,2024,55,2030.4,4233
1289,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.DAY0172,NATURAL WSP - 1KG,2024,0,0,4233
1290,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.JOV00019,RATRAP KIT,2024,0,0,4233
1291,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.JOV00020,FORMIGEL - 3UN,2024,0,0,4233
1292,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.JOV00030,FERREX JARDIM - 300GR,2024,0,0,4233
1293,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.JOV00043,SILIS - 5LT,2024,4,220.75,4233
1294,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.JOV00047,ZUM LACA - 300ML,2024,0,0,4233
1295,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.JOV00048,ZUM VOADORES - 600ML,2024,0,0,4233
1296,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.JOV00052,100 MOSCAS - 1LT+SAQUETA,2024,0,0,4233
1297,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.JOV00053,100 MOSCAS - 4x20gr,2024,0,0,4233
1298,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.JOV00054,100 MOSCAS - 240gr,2024,1,10.4,4233
1299,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.JOV00055,100 MOSCAS - ARM 10lt,2024,9,109.83,4233
1300,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.JOV00056,ZUPRA CZ-1LT,2024,11,137.45,4233
1301,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.JOV00057,ZUPRA CZ-5LT,2024,14,840,4233
1302,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.JOV00058,ZUPRA CZ-20LT,2024,96,25107.38,4233
1303,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.JOV00072,CITROMAZINC - 1LT,2024,10,695,4233
1304,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.JOV00080,BIOAGENASOL - 20KG,2024,0,0,4233
1305,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.JOV00083,KOSMET - 1LT,2024,0,0,4233
1306,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.JOV00084,KOSMET - 5LT,2024,20,1245.6,4233
1307,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.JOV00116,ONI-ON - 1LT,2024,1,0,4233
1308,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.JOV00117,ONI-ON - 5LT,2024,40,2646.43,4233
1309,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.JOV00124,DIFENOFIN - 5LT,2024,40,5000,4233
1310,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.KEY012,FLUROKEY - 100ML,2024,0,0,4233
1311,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.PHER018,SAVALIM - 20LT,2024,0,0,4233
1312,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.QM0010,DIPTRON - 100ML,2024,0,0,4233
1313,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.QM0014,MASTERFLY  VESPAS- 1LT,2024,0,0,4233
1314,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.QM0029,MURIBROM BRODIFACOUM BLOCO-10KG,2024,-2,-112.96,4233
1315,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.QM0034,MURIBROM PASTA BRODIF. - 1.5 KG 50PPM,2024,0,0,4233
1316,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.QM0035,DIPTRON RTU - 500ML,2024,0,0,4233
1317,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.ROT0006,MARISOL - 5LT,2024,0,0,4233
1318,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.SEIP008,ASTRAL - 5LT,2024,1,0,4233
1319,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.SEIP027,BRYOSEI - 20LT,2024,0,0,4233
1320,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.SEIP031,AMICOS-SYSTEM - 5LT,2024,0,0,4233
1321,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.SEIP041,FUNGISEI - 5LT,2024,0,0,4233
1322,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.SEIP042,MULTISEI - 1000lt,2024,0,0,4233
1323,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.UNIV0015,"ARPON ""G"" - 100ML",2024,0,0,4233
1324,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.ZA00110,STIMUFOL K ROJO-5KG,2024,18,541.44,4233
1325,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.ZA00506,SEQUESTRENE - 10 KG,2024,0,0,4233
1326,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.ZA00576,AMISTAR TOP - 5LT,2024,60,13239,4233
1327,"NOBRE E AZEVEDO UNIPESSOAL, LDA",PAL.EUR.,EURO PALETE,2024,5,0,4233
1328,"NOBRE E AZEVEDO UNIPESSOAL, LDA",PAL.PQ,PALETE PEQUENA,2024,6,0,4233
1329,"NOVAVET - PRODUTOS AGRO-PECUARIOS, LDA",J.UNIV0075,FIPON MONO GATOS,2024,700,1232,5122
1330,"NOVAVET - PRODUTOS AGRO-PECUARIOS, LDA",J.UNIV0076,FIPON MONO CÃO S,2024,500,980,5122
1331,"NOVAVET - PRODUTOS AGRO-PECUARIOS, LDA",J.UNIV0077,FIPON MONO CÃO M,2024,500,1105,5122
1332,"NOVAVET - PRODUTOS AGRO-PECUARIOS, LDA",J.UNIV0078,FIPON MONO CÃO L,2024,300,795,5122
1333,"NOVAVET - PRODUTOS AGRO-PECUARIOS, LDA",J.UNIV0079,FIPON MONO CÃO XL,2024,100,280,5122
1334,PATRICK CARVALHO RODRIGUES,J.DAY0022,NATURFRUIT - 1LTº.,2024,11,106.11,6A
1335,PATRICK CARVALHO RODRIGUES,J.JOV00048,ZUM VOADORES - 600ML,2024,24,47.4,6A
1336,PATRICK CARVALHO RODRIGUES,J.PEL010,VERTOX FORTE PASTA - 1KG,2024,15,69.26,6A
1337,PATRICK CARVALHO RODRIGUES,J.QM0013,MASTERFLY - 1LT,2024,12,70.2,6A
1338,PATRICK CARVALHO RODRIGUES,J.QM0035,DIPTRON RTU - 500ML,2024,32,177,6A
1339,PATRICK CARVALHO RODRIGUES,TRANSP.MERC.,Transporte de Mercadorias,2024,1,10,6A
1340,"PEREIRAS & ALMEIDA, LDA.",J.BIAG001,NETAPSILA - 5LT,2024,4,138.82,2801
