Indice,nome,ref,design,Data,Quant,Eur,numero_de_cliente
774,"AGRO AIRES & FERREIRA, COM. DE SEMENTES E QUIMICOS, LDA",J.JOV00053,100 MOSCAS - 4x20gr,2024,0,0,19A
775,"AGRO AIRES & FERREIRA, COM. DE SEMENTES E QUIMICOS, LDA",J.KEY012,FLUROKEY - 100ML,2024,0,0,19A
776,"AGRO AIRES & FERREIRA, COM. DE SEMENTES E QUIMICOS, LDA",J.PEL007,ROBAN PASTA - 150GR,2024,560,364,19A
777,"AGRO AIRES & FERREIRA, COM. DE SEMENTES E QUIMICOS, LDA",J.PEL010,VERTOX FORTE PASTA - 1KG,2024,30,120.9,19A
778,"AGRO AIRES & FERREIRA, COM. DE SEMENTES E QUIMICOS, LDA",J.SP0009,BORDOGREEN CONCENTRADO-100ML,2024,0,0,19A
779,"AGRO AIRES & FERREIRA, COM. DE SEMENTES E QUIMICOS, LDA",J.ZA00011,TOUCHDOWN PREMIUM - 20 LT,2024,1,98,19A
780,"AGRO AIRES & FERREIRA, COM. DE SEMENTES E QUIMICOS, LDA",J.ZA00055,RIDOMIL GOLD COMBI PEP-200GR,2024,50,200,19A
781,"AGRO AIRES & FERREIRA, COM. DE SEMENTES E QUIMICOS, LDA",J.ZA00074,THIOVIT - 400 GR,2024,20,28,19A
782,"AGRO AIRES & FERREIRA, COM. DE SEMENTES E QUIMICOS, LDA",J.ZA00077,TOPAZE - 70 ML,2024,20,72.8,19A
783,"AGRO AIRES & FERREIRA, COM. DE SEMENTES E QUIMICOS, LDA",J.ZA00204,TOUCHDOWN PREMIUM - 5 LT,2024,4,109.68,19A
784,"AGRO AIRES & FERREIRA, COM. DE SEMENTES E QUIMICOS, LDA",J.ZA00558,KARATE ZEON + 1.5CS-100ML,2024,20,36.6,19A
785,"AGRO AIRES & FERREIRA, COM. DE SEMENTES E QUIMICOS, LDA",J.ZA00615,RIDOMIL 25 - 200GR,2024,50,425.5,19A
786,"AGRO AIRES & FERREIRA, COM. DE SEMENTES E QUIMICOS, LDA",PAL.EUR.,EURO PALETE,2024,1,0,19A
787,"AGROMONTENEGRO,LDA",J.BARC002,GLYFOFLASH XL - 5LT,2024,160,2817.6,4061
788,"AGROMONTENEGRO,LDA",J.QM0034,MURIBROM PASTA BRODIF. - 1.5 KG 50PPM,2024,160,1033.6,4061
789,"AGROMONTENEGRO,LDA",PAL.EUR.,EURO PALETE,2024,1,0,4061
790,"ALVES E MADEIRA, LDA",J.JOV00030,FERREX JARDIM - 300GR,2024,40,162.45,2303
791,"ALVES E MADEIRA, LDA",J.JOV00127,COMPLESAL 12-4-6 1LT,2024,12,63.36,2303
792,"ALVES E MADEIRA, LDA",J.JOV00129,COMPLESAL 5-8-10 1LT,2024,12,65.76,2303
793,"ALVES E MADEIRA, LDA",J.QM0034,MURIBROM PASTA BRODIF. - 1.5 KG 50PPM,2024,8,63,2303
794,"ALVES E MADEIRA, LDA",J.QM0035,DIPTRON RTU - 500ML,2024,8,48.6,2303
800,ANTÓNIO AUGUSTO LAJA,J.DAY0005,KELPAC -1LTº.,2024,12,1843,2851
801,ANTÓNIO AUGUSTO LAJA,J.DAY0006,RETENOL-1LTº.,2024,0,0,2851
802,ANTÓNIO AUGUSTO LAJA,J.DAY0007,RETENOL-5LTº.,2024,0,0,2851
803,ANTÓNIO AUGUSTO LAJA,J.DAY0009,NATURAMIN WSP-5KG,2024,0,0,2851
804,ANTÓNIO AUGUSTO LAJA,J.DAY0013,NATURCOMPLET-G-25KG,2024,0,0,2851
805,ANTÓNIO AUGUSTO LAJA,J.DAY0022,NATURFRUIT - 1LTº.,2024,12,119.47,2851
806,ANTÓNIO AUGUSTO LAJA,J.DAY0060,"NATURAMIN-WSP - 0,5KG",2024,0,0,2851
807,ANTÓNIO AUGUSTO LAJA,J.DAY0071,NATURQUEL BORO-1LTº.,2024,0,0,2851
808,ANTÓNIO AUGUSTO LAJA,J.DAY0072,NATURQUEL BORO-5 LTº.,2024,44,1118.88,2851
809,ANTÓNIO AUGUSTO LAJA,J.DAY0073,NATURQUEL BORO-20 LTº.,2024,0,0,2851
810,ANTÓNIO AUGUSTO LAJA,J.DAY0172,NATURAL WSP - 1KG,2024,0,0,2851
811,ANTÓNIO AUGUSTO LAJA,J.JOV00030,FERREX JARDIM - 300GR,2024,20,72.2,2851
812,ANTÓNIO AUGUSTO LAJA,J.JOV00083,KOSMET - 1LT,2024,0,0,2851
813,ANTÓNIO AUGUSTO LAJA,J.JOV00114,KUGEL EQUISETUM - 10LT,2024,4,359.2,2851
814,ANTÓNIO AUGUSTO LAJA,J.JOV00130,COMPLESAL 5-8-10 5LT,2024,4,92.72,2851
815,ANTÓNIO AUGUSTO LAJA,J.PEL004,VERTOX PELLET - 150GR,2024,0,0,2851
816,ANTÓNIO AUGUSTO LAJA,J.PEL006,RODEX TRIGO - 150GR,2024,350,185.22,2851
817,ANTÓNIO AUGUSTO LAJA,J.QM0013,MASTERFLY - 1LT,2024,12,62.4,2851
818,ANTÓNIO AUGUSTO LAJA,J.SEIP029,SEPTUM - 5LT,2024,0,0,2851
819,ANTÓNIO AUGUSTO LAJA,J.UNIV0015,"ARPON ""G"" - 100ML",2024,24,126,2851
820,ANTÓNIO AUGUSTO LAJA,PAL.PQ,PALETE PEQUENA,2024,1,0,2851
821,ANTÓNIO DOS SANTOS CARVALHO-CABEÇA DE CASAL HERANÇA DE,J.BARC001,GLYFOFLASH XL - 1LT,2024,0,0,5273
822,ANTÓNIO DOS SANTOS CARVALHO-CABEÇA DE CASAL HERANÇA DE,J.JOV00047,ZUM LACA - 300ML,2024,0,0,5273
823,ANTÓNIO DOS SANTOS CARVALHO-CABEÇA DE CASAL HERANÇA DE,J.JOV00048,ZUM VOADORES - 600ML,2024,0,0,5273
824,ANTÓNIO DOS SANTOS CARVALHO-CABEÇA DE CASAL HERANÇA DE,J.JOV00065,ZUM FORMIGAS - 3 ARMADILHAS,2024,0,0,5273
825,ANTÓNIO DOS SANTOS CARVALHO-CABEÇA DE CASAL HERANÇA DE,J.JOV00066,ZUM FORMIGAS GEL 10GR,2024,0,0,5273
826,ANTÓNIO DOS SANTOS CARVALHO-CABEÇA DE CASAL HERANÇA DE,J.QM0010,DIPTRON - 100ML,2024,0,0,5273
827,ANTÓNIO DOS SANTOS CARVALHO-CABEÇA DE CASAL HERANÇA DE,J.QM0013,MASTERFLY - 1LT,2024,120,666.9,5273
828,ANTÓNIO DOS SANTOS CARVALHO-CABEÇA DE CASAL HERANÇA DE,J.QM0035,DIPTRON RTU - 500ML,2024,8,48.6,5273
829,ANTÓNIO DOS SANTOS CARVALHO-CABEÇA DE CASAL HERANÇA DE,J.ZA00558,KARATE ZEON + 1.5CS-100ML,2024,0,0,5273
830,ANTÓNIO MANUEL PINA MONTEIRO,J.JOV00019,RATRAP KIT,2024,0,0,2738
831,ANTÓNIO MANUEL PINA MONTEIRO,J.JOV00030,FERREX JARDIM - 300GR,2024,0,0,2738
832,ANTÓNIO MANUEL PINA MONTEIRO,J.PEL004,VERTOX PELLET - 150GR,2024,0,0,2738
833,ANTÓNIO MANUEL PINA MONTEIRO,J.PEL006,RODEX TRIGO - 150GR,2024,0,0,2738
834,ANTÓNIO MANUEL PINA MONTEIRO,J.QM0025,MURIBROM PASTA BRODIF. - 150 GR,2024,0,0,2738
835,"ANTÓNIO RELVAS & FILHOS, LDA",J.JOV00054,100 MOSCAS - 240gr,2024,6,60.75,18A
836,"ANTÓNIO RELVAS & FILHOS, LDA",J.JOV00055,100 MOSCAS - ARM 10lt,2024,6,91.53,18A
837,"ANTÓNIO RELVAS & FILHOS, LDA",J.PEL006,RODEX TRIGO - 150GR,2024,140,87.98,18A
838,"ANTÓNIO RELVAS & FILHOS, LDA",J.PEL007,ROBAN PASTA - 150GR,2024,280,234.61,18A
839,"ANTÓNIO RELVAS & FILHOS, LDA",J.PEL010,VERTOX FORTE PASTA - 1KG,2024,60,271.48,18A
840,"ANTÓNIO RELVAS & FILHOS, LDA",J.QM0034,MURIBROM PASTA BRODIF. - 1.5 KG 50PPM,2024,8,63,18A
841,"ANTÓNIO RELVAS & FILHOS, LDA",J.QM0035,DIPTRON RTU - 500ML,2024,8,31.2,18A
842,"ANTÓNIO RELVAS & FILHOS, LDA",J.SP0009,BORDOGREEN CONCENTRADO-100ML,2024,48,166.21,18A
843,"ANTÓNIO RELVAS & FILHOS, LDA",J.UNIV0015,"ARPON ""G"" - 100ML",2024,48,290,18A
844,ARMAZÉM DO AGRICULTOR-COM.DE PROD.AGRIC.LDA.,J.BARC002,GLYFOFLASH XL - 5LT,2024,160,2704,2796
845,ARMAZÉM DO AGRICULTOR-COM.DE PROD.AGRIC.LDA.,J.BARC003,GLYFOFLASH XL - 20LT,2024,80,5112.4,2796
846,ARMAZÉM DO AGRICULTOR-COM.DE PROD.AGRIC.LDA.,J.JOV00020,FORMIGEL - 3UN,2024,0,0,2796
847,ARMAZÉM DO AGRICULTOR-COM.DE PROD.AGRIC.LDA.,J.JOV00030,FERREX JARDIM - 300GR,2024,0,0,2796
848,ARMAZÉM DO AGRICULTOR-COM.DE PROD.AGRIC.LDA.,J.JOV00047,ZUM LACA - 300ML,2024,0,0,2796
849,ARMAZÉM DO AGRICULTOR-COM.DE PROD.AGRIC.LDA.,J.JOV00052,100 MOSCAS - 1LT+SAQUETA,2024,0,0,2796
850,ARMAZÉM DO AGRICULTOR-COM.DE PROD.AGRIC.LDA.,J.JOV00053,100 MOSCAS - 4x20gr,2024,0,0,2796
851,ARMAZÉM DO AGRICULTOR-COM.DE PROD.AGRIC.LDA.,J.JOV00054,100 MOSCAS - 240gr,2024,6,60.75,2796
852,ARMAZÉM DO AGRICULTOR-COM.DE PROD.AGRIC.LDA.,J.JOV00055,100 MOSCAS - ARM 10lt,2024,0,0,2796
853,ARMAZÉM DO AGRICULTOR-COM.DE PROD.AGRIC.LDA.,J.QM0010,DIPTRON - 100ML,2024,48,484.5,2796
854,ARMAZÉM DO AGRICULTOR-COM.DE PROD.AGRIC.LDA.,J.QM0013,MASTERFLY - 1LT,2024,120,666.9,2796
855,ARMAZÉM DO AGRICULTOR-COM.DE PROD.AGRIC.LDA.,J.QM0014,MASTERFLY  VESPAS- 1LT,2024,0,0,2796
856,ARMAZÉM DO AGRICULTOR-COM.DE PROD.AGRIC.LDA.,J.QM0035,DIPTRON RTU - 500ML,2024,64,388.8,2796
857,ARMAZÉM DO AGRICULTOR-COM.DE PROD.AGRIC.LDA.,J.QM0036,MASTERFLY - 520ML,2024,0,0,2796
858,ARMAZÉM DO AGRICULTOR-COM.DE PROD.AGRIC.LDA.,J.UNIV0015,"ARPON ""G"" - 100ML",2024,48,344.69,2796
859,ARMAZÉM DO AGRICULTOR-COM.DE PROD.AGRIC.LDA.,J.UNIV0075,FIPON MONO GATOS,2024,0,0,2796
860,ARMAZÉM DO AGRICULTOR-COM.DE PROD.AGRIC.LDA.,J.UNIV0076,FIPON MONO CÃO S,2024,0,0,2796
861,ARMAZÉM DO AGRICULTOR-COM.DE PROD.AGRIC.LDA.,J.UNIV0077,FIPON MONO CÃO M,2024,0,0,2796
862,ARMAZÉM DO AGRICULTOR-COM.DE PROD.AGRIC.LDA.,J.UNIV0078,FIPON MONO CÃO L,2024,0,0,2796
863,ARMAZÉM DO AGRICULTOR-COM.DE PROD.AGRIC.LDA.,J.UNIV0079,FIPON MONO CÃO XL,2024,0,0,2796
864,ARMAZÉM DO AGRICULTOR-COM.DE PROD.AGRIC.LDA.,J.ZA00077,TOPAZE - 70 ML,2024,0,0,2796
865,ARMAZÉM DO AGRICULTOR-COM.DE PROD.AGRIC.LDA.,J.ZA00088,QUADRIS MAX -150 ML,2024,0,0,2796
866,"ATILIO MOREIRA UNIPESSOAL, LDA",J.BIAG006,FOLI-STOP 1KG,2024,12,438.48,17A
867,"BARATA & IRMAOS SOC AGRO PECUARIA, LDA",J.DAY0060,"NATURAMIN-WSP - 0,5KG",2024,0,0,5343
868,"BARATA & IRMAOS SOC AGRO PECUARIA, LDA",J.JOV00030,FERREX JARDIM - 300GR,2024,0,0,5343
869,"BARATA & IRMAOS SOC AGRO PECUARIA, LDA",J.QM0010,DIPTRON - 100ML,2024,0,0,5343
870,"BARATA & IRMAOS SOC AGRO PECUARIA, LDA",J.UNIV0015,"ARPON ""G"" - 100ML",2024,0,0,5343
871,"BARATA & IRMAOS SOC AGRO PECUARIA, LDA",J.ZA00055,RIDOMIL GOLD COMBI PEP-200GR,2024,0,0,5343
872,"BARATA & IRMAOS SOC AGRO PECUARIA, LDA",J.ZA00077,TOPAZE - 70 ML,2024,0,0,5343
873,"BARATA & IRMAOS SOC AGRO PECUARIA, LDA",J.ZA00088,QUADRIS MAX -150 ML,2024,0,0,5343
874,"BARATA & IRMAOS SOC AGRO PECUARIA, LDA",J.ZA00558,KARATE ZEON + 1.5CS-100ML,2024,400,732,5343
875,"BARATA & IRMAOS SOC AGRO PECUARIA, LDA",J.ZA00619,SCORE 250  EC - 20 ML,2024,0,0,5343
876,BUSINESS WAY - CONSULTORIA E ORGANIZAÇÃO DE TRANSPORTES,J.DAY0013,NATURCOMPLET-G-25KG,2024,22,540,21A
877,"CARDOSO E CARMO CONSTRUÇÕES, LDA",J.BARC002,GLYFOFLASH XL - 5LT,2024,40,718,4319
878,"CARDOSO E CARMO CONSTRUÇÕES, LDA",J.DAY0022,NATURFRUIT - 1LTº.,2024,0,0,4319
879,"CARDOSO E CARMO CONSTRUÇÕES, LDA",J.DAY0060,"NATURAMIN-WSP - 0,5KG",2024,0,0,4319
880,"CARDOSO E CARMO CONSTRUÇÕES, LDA",J.DAY0172,NATURAL WSP - 1KG,2024,0,0,4319
881,"CARDOSO E CARMO CONSTRUÇÕES, LDA",J.JOV00030,FERREX JARDIM - 300GR,2024,0,0,4319
882,"CARDOSO E CARMO CONSTRUÇÕES, LDA",J.JOV00038,AVALON - 250ML,2024,0,0,4319
883,"CARDOSO E CARMO CONSTRUÇÕES, LDA",J.JOV00083,KOSMET - 1LT,2024,0,0,4319
884,"CARDOSO E CARMO CONSTRUÇÕES, LDA",J.PEL004,VERTOX PELLET - 150GR,2024,0,0,4319
885,"CARDOSO E CARMO CONSTRUÇÕES, LDA",J.PEL007,ROBAN PASTA - 150GR,2024,0,0,4319
886,"CARDOSO E CARMO CONSTRUÇÕES, LDA",J.QM0034,MURIBROM PASTA BRODIF. - 1.5 KG 50PPM,2024,0,0,4319
887,"CARDOSO E CARMO CONSTRUÇÕES, LDA",PAL.PQ,PALETE PEQUENA,2024,1,0,4319
888,"CARLOS ALEXANDRE FRADE UNIPESSOAL, LDA",J.DAY0003,KELPAK- 5 LTº.,2024,2,139.75,21A
889,"CARLOS ALEXANDRE FRADE UNIPESSOAL, LDA",J.DAY0119,PODEX - 1 KG,2024,5,59.47,21A
890,"CARLOS ALEXANDRE FRADE UNIPESSOAL, LDA",J.ZA00055,RIDOMIL GOLD COMBI PEP-200GR,2024,5,20.6,21A
891,"CARLOS ALEXANDRE FRADE UNIPESSOAL, LDA",TRANSP.MERC.,Transporte de Mercadorias,2024,1,8,21A
892,"CASA AGRICOLA BRAGANÇA, LDA",J.UNIV0029,FOOTMASTER - 500ML,2024,36,561.51,4427
893,"CASA AGRICOLA BRAGANÇA, LDA",J.ZA00055,RIDOMIL GOLD COMBI PEP-200GR,2024,50,200,4427
894,"CASA AGRICOLA BRAGANÇA, LDA",J.ZA00588,CUPRANTOL DUO - 500GR,2024,12,67.68,4427
895,"CASA AGRICOLA BRAGANÇA, LDA",J.ZA00589,CUPRANTOL DUO - 5KG,2024,4,218.64,4427
896,"CASA AGRICOLA BRAGANÇA, LDA",J.ZA00613,COSTAR WG - 500GR,2024,24,811.68,4427
897,"CASA CAÇADOR-COM.AGROQUIMICOS UNIPESSOAL,LDA",J.JOV00020,FORMIGEL - 3UN,2024,0,0,3981
898,"CASA CAÇADOR-COM.AGROQUIMICOS UNIPESSOAL,LDA",J.JOV00047,ZUM LACA - 300ML,2024,0,0,3981
899,"CASA CAÇADOR-COM.AGROQUIMICOS UNIPESSOAL,LDA",J.QM0010,DIPTRON - 100ML,2024,72,729,3981
900,"CASA CAÇADOR-COM.AGROQUIMICOS UNIPESSOAL,LDA",J.QM0014,MASTERFLY  VESPAS- 1LT,2024,0,0,3981
901,"CASA CAÇADOR-COM.AGROQUIMICOS UNIPESSOAL,LDA",J.UNIV0018,"ARPON ""G"" - 1LTº.",2024,0,0,3981
902,"CENTRO AGRICOLA DE MEROUÇOS, LDA",J.LIS0178,VEBITOX PASTA EXTREME AZUL - 150GR,2024,54,66.95,4582
903,"CENTRO AGRICOLA DE MEROUÇOS, LDA",J.LIS0179,VEBITOX PASTA PLUS VERMELHA - 150GR,2024,54,62.33,4582
904,"CENTRO AGRICOLA DE MEROUÇOS, LDA",J.LIS0180,VEBITOX GRANULADO EXTREME - 140GR,2024,48,47.2,4582
905,"CENTRO AGRICOLA DE MEROUÇOS, LDA",J.LIS0181,VEBITOX PELLET PLUS - 140GR,2024,48,51.3,4582
906,"CENTRO AGRICOLA DE MEROUÇOS, LDA",J.LIS0185,VEBITOX PASTA 10 - 1.5KG,2024,70,537.47,4582
907,"CENTRO AGRICOLA DE MEROUÇOS, LDA",J.LIS0186,VEBITOX GRANULADO 20 - 1.5KG,2024,30,155.18,4582
908,"CENTRO AGRÍCOLA DE MEROUÇOS, LDA",J.LIS0178,VEBITOX PASTA EXTREME AZUL - 150GR,2024,0,0,4582
909,"CENTRO AGRÍCOLA DE MEROUÇOS, LDA",J.LIS0179,VEBITOX PASTA PLUS VERMELHA - 150GR,2024,162,190.92,4582
910,"CENTRO AGRÍCOLA DE MEROUÇOS, LDA",J.LIS0180,VEBITOX GRANULADO EXTREME - 140GR,2024,96,0,4582
911,"CENTRO AGRÍCOLA DE MEROUÇOS, LDA",J.LIS0181,VEBITOX PELLET PLUS - 140GR,2024,0,0,4582
912,"CENTRO AGRÍCOLA DE MEROUÇOS, LDA",J.LIS0185,VEBITOX PASTA 10 - 1.5KG,2024,100,776.98,4582
913,"CENTRO AGRÍCOLA DE MEROUÇOS, LDA",J.LIS0186,VEBITOX GRANULADO 20 - 1.5KG,2024,50,2649,4582
914,"CENTRO AGRÍCOLA DE MEROUÇOS, LDA",J.MV000002,TABERDOG CÃO COLEIRA ANTIP.-60CM,2024,0,0,4582
915,"CENTRO AGRÍCOLA DE MEROUÇOS, LDA",J.MV000003,TABERCAT GATO COLEIRA ANTIP.-33CM,2024,0,0,4582
916,"CENTRO AGRÍCOLA DE MEROUÇOS, LDA",J.MV000232,TABERDOG COLEIRA CÃO PEQ ANTIP.-40CM,2024,0,0,4582
917,"CENTRO AGRÍCOLA DE MEROUÇOS, LDA",J.PEL010,VERTOX FORTE PASTA - 1KG,2024,15,69.26,4582
918,"CENTRO AGRÍCOLA DE MEROUÇOS, LDA",J.UNIV0075,FIPON MONO GATOS,2024,0,0,4582
919,"CENTRO AGRÍCOLA DE MEROUÇOS, LDA",J.UNIV0076,FIPON MONO CÃO S,2024,0,0,4582
920,"CENTRO AGRÍCOLA DE MEROUÇOS, LDA",J.UNIV0077,FIPON MONO CÃO M,2024,0,0,4582
921,"CENTRO AGRÍCOLA DE MEROUÇOS, LDA",J.UNIV0078,FIPON MONO CÃO L,2024,0,0,4582
922,"CENTRO AGRÍCOLA DE MEROUÇOS, LDA",J.UNIV0079,FIPON MONO CÃO XL,2024,0,0,4582
923,"CENTRO AGRÍCOLA DE MEROUÇOS, LDA",J.ZA00149,KARATE  ZEON - 25 ML,2024,144,607.6,4582
924,COOPCOA - COOP.AGRIC. DO CONCELHO DO SABUGAL,J.BARC001,GLYFOFLASH XL - 1LT,2024,12,51,2692
925,COOPCOA - COOP.AGRIC. DO CONCELHO DO SABUGAL,J.JOV00019,RATRAP KIT,2024,12,12,2692
926,COOPCOA - COOP.AGRIC. DO CONCELHO DO SABUGAL,J.KEY001,INSECTOIL - 1 LT,2024,24,97.2,2692
927,COOPCOA - COOP.AGRIC. DO CONCELHO DO SABUGAL,J.PEL006,RODEX TRIGO - 150GR,2024,0,0,2692
928,COOPCOA - COOP.AGRIC. DO CONCELHO DO SABUGAL,J.PEL007,ROBAN PASTA - 150GR,2024,70,50.4,2692
929,COOPCOA - COOP.AGRIC. DO CONCELHO DO SABUGAL,J.QM0025,MURIBROM PASTA BRODIF. - 150 GR,2024,0,0,2692
930,COOPCOA - COOP.AGRIC. DO CONCELHO DO SABUGAL,J.QM0034,MURIBROM PASTA BRODIF. - 1.5 KG 50PPM,2024,0,0,2692
931,COOPCOA - COOP.AGRIC. DO CONCELHO DO SABUGAL,J.ZA00588,CUPRANTOL DUO - 500GR,2024,24,135.36,2692
932,"COSTADUBOS, UNIPESSOAL, LDA",J.BARC002,GLYFOFLASH XL - 5LT,2024,160,2817.6,5596
933,"COSTADUBOS, UNIPESSOAL, LDA",J.BARC003,GLYFOFLASH XL - 20LT,2024,80,5272.8,5596
934,COVIAGRO DE  JOSÉ VERSOS DE ASCENÇÃO SIMÕES,J.JOV00030,FERREX JARDIM - 300GR,2024,20,81.23,5593
935,COVIAGRO DE  JOSÉ VERSOS DE ASCENÇÃO SIMÕES,J.JOV00052,100 MOSCAS - 1LT+SAQUETA,2024,12,107.46,5593
936,COVIAGRO DE  JOSÉ VERSOS DE ASCENÇÃO SIMÕES,J.JOV00053,100 MOSCAS - 4x20gr,2024,6,41.31,5593
937,COVIAGRO DE  JOSÉ VERSOS DE ASCENÇÃO SIMÕES,J.JOV00131,COMPLESAL CALCIO - 1LT,2024,12,828,5593
938,COVIAGRO DE  JOSÉ VERSOS DE ASCENÇÃO SIMÕES,J.KEY012,FLUROKEY - 100ML,2024,24,117.99,5593
939,COVIAGRO DE  JOSÉ VERSOS DE ASCENÇÃO SIMÕES,J.PEL006,RODEX TRIGO - 150GR,2024,70,44.89,5593
940,COVIAGRO DE  JOSÉ VERSOS DE ASCENÇÃO SIMÕES,J.PEL007,ROBAN PASTA - 150GR,2024,70,59.85,5593
941,COVIAGRO DE  JOSÉ VERSOS DE ASCENÇÃO SIMÕES,J.PEL010,VERTOX FORTE PASTA - 1KG,2024,15,69.26,5593
942,COVIAGRO DE  JOSÉ VERSOS DE ASCENÇÃO SIMÕES,J.PEL011,VERTOX PELLET - 150GR (cx90),2024,90,69.26,5593
943,COVIAGRO DE  JOSÉ VERSOS DE ASCENÇÃO SIMÕES,J.SP0009,BORDOGREEN CONCENTRADO-100ML,2024,48,166.21,5593
944,COVIAGRO DE  JOSÉ VERSOS DE ASCENÇÃO SIMÕES,TRANSP.MERC.,Transporte de Mercadorias,2024,2,30,5593
963,"DAVID RUSSO, LDA",J.JOV00047,ZUM LACA - 300ML,2024,0,0,2714
964,"DAVID RUSSO, LDA",J.JOV00052,100 MOSCAS - 1LT+SAQUETA,2024,0,0,2714
965,"DAVID RUSSO, LDA",J.JOV00054,100 MOSCAS - 240gr,2024,24,198.72,2714
966,"DAVID RUSSO, LDA",J.JOV00055,100 MOSCAS - ARM 10lt,2024,0,0,2714
967,"DAVID RUSSO, LDA",J.PEL004,VERTOX PELLET - 150GR,2024,0,0,2714
968,"DAVID RUSSO, LDA",J.PEL006,RODEX TRIGO - 150GR,2024,350,178.5,2714
969,"DAVID RUSSO, LDA",J.PEL007,ROBAN PASTA - 150GR,2024,700,476,2714
970,"DAVID RUSSO, LDA",J.PEL010,VERTOX FORTE PASTA - 1KG,2024,45,161.94,2714
971,"DAVID RUSSO, LDA",J.PEL011,VERTOX PELLET - 150GR (cx90),2024,450,275.4,2714
972,"DAVID RUSSO, LDA",J.QM0025,MURIBROM PASTA BRODIF. - 150 GR,2024,0,0,2714
973,"DAVID RUSSO, LDA",J.QM0035,DIPTRON RTU - 500ML,2024,64,249.6,2714
974,"DAVID RUSSO, LDA",J.UNIV0015,"ARPON ""G"" - 100ML",2024,48,264,2714
975,"DAVID RUSSO, LDA",PAL.EUR.,EURO PALETE,2024,1,0,2714
976,"DINASTIA DO VENTO, LDA",J.DAY0009,NATURAMIN WSP-5KG,2024,5,490.75,21A
977,"DINASTIA DO VENTO, LDA",J.DAY0054,NATURHUMUS BIO-20LTº.,2024,42,1512,21A
978,"DISTRIMONTES, COMERCIO DE PRODUTOS COSMETICOS, LDA",J.JOV00030,FERREX JARDIM - 300GR,2024,240,722,5662
979,"DISTRIMONTES, COMERCIO DE PRODUTOS COSMETICOS, LDA",J.PEL006,RODEX TRIGO - 150GR,2024,490,260.4,5662
980,"DISTRIMONTES, COMERCIO DE PRODUTOS COSMETICOS, LDA",J.PEL007,ROBAN PASTA - 150GR,2024,840,546,5662
981,"DISTRIMONTES, COMERCIO DE PRODUTOS COSMETICOS, LDA",J.PEL010,VERTOX FORTE PASTA - 1KG,2024,15,60.45,5662
982,"DISTRIMONTES, COMERCIO DE PRODUTOS COSMETICOS, LDA",J.PEL011,VERTOX PELLET - 150GR (cx90),2024,540,318.6,5662
983,"DISTRIMONTES, COMERCIO DE PRODUTOS COSMETICOS, LDA",J.QM0013,MASTERFLY - 1LT,2024,72,374.4,5662
984,"DISTRIMONTES, COMERCIO DE PRODUTOS COSMETICOS, LDA",J.QM0014,MASTERFLY  VESPAS- 1LT,2024,72,515.52,5662
985,"DISTRIMONTES, COMERCIO DE PRODUTOS COSMETICOS, LDA",PAL.EUR.,EURO PALETE,2024,1,0,5662
986,"DROGARIA CENTRAL-JOÃO MANUEL LOUSA MARTINS UNIP, LDA",J.JOV00020,FORMIGEL - 3UN,2024,0,0,4125
987,"DROGARIA CENTRAL-JOÃO MANUEL LOUSA MARTINS UNIP, LDA",J.JOV00047,ZUM LACA - 300ML,2024,36,126,4125
988,"DROGARIA CENTRAL-JOÃO MANUEL LOUSA MARTINS UNIP, LDA",J.JOV00048,ZUM VOADORES - 600ML,2024,0,0,4125
989,"DROGARIA CENTRAL-JOÃO MANUEL LOUSA MARTINS UNIP, LDA",J.JOV00067,ZUM BARATAS GEL 10GR,2024,0,0,4125
990,"DROGARIA CENTRAL-JOÃO MANUEL LOUSA MARTINS UNIP, LDA",J.KEY012,FLUROKEY - 100ML,2024,0,0,4125
991,"DROGARIA CENTRAL-JOÃO MANUEL LOUSA MARTINS UNIP, LDA",TRANSP.MERC.,Transporte de Mercadorias,2024,1,12,4125
992,ECOCAMPO COMERCIALIZAÇÃO DE PRODUTOS PARA AGRICULTURA E,J.PEL006,RODEX TRIGO - 150GR,2024,980,441,5212
993,ECOCAMPO COMERCIALIZAÇÃO DE PRODUTOS PARA AGRICULTURA E,J.PEL007,ROBAN PASTA - 150GR,2024,1050,609,5212
994,ECOCAMPO COMERCIALIZAÇÃO DE PRODUTOS PARA AGRICULTURA E,PAL.PQ,PALETE PEQUENA,2024,1,0,5212
995,"FERNANDES & SOUTO,  LDA",J.DAY0060,"NATURAMIN-WSP - 0,5KG",2024,0,0,16A
996,"FERNANDES & SOUTO,  LDA",J.DAY0096,CALCIFRUIT 1 LT,2024,0,0,16A
997,"FERNANDES & SOUTO,  LDA",J.PEL006,RODEX TRIGO - 150GR,2024,70,44.89,16A
998,"FERNANDES & SOUTO,  LDA",J.PEL007,ROBAN PASTA - 150GR,2024,140,119.7,16A
999,"FERNANDES & SOUTO,  LDA",J.PEL011,VERTOX PELLET - 150GR (cx90),2024,90,69.26,16A
1000,"FERNANDES & SOUTO,  LDA",J.ZA00055,RIDOMIL GOLD COMBI PEP-200GR,2024,100,400,16A
1001,"FERNANDES & SOUTO,  LDA",TRANSP.MERC.,Transporte de Mercadorias,2024,1,15,16A
1002,"FERTIDOURO, LDA",J.BIAG006,FOLI-STOP 1KG,2024,0,0,4883
1003,"FERTIDOURO, LDA",J.DAY0003,KELPAK- 5 LTº.,2024,0,0,4883
